NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
1635,이탈리안 티라미수카페베네,343,0,6,0,0,28,0,11.4
1636,크로크무슈카페베네,432,0,19,0,0,4,0,8.8
1637,불고기 치아바타카페베네,545,0,19,0,0,10,0,5.5
1638,어니언 햄 모짜렐라 파니니카페베네,386,0,11,0,0,4,0,5.7
1639,에그베이컨 크로와상카페베네,451,0,18,0,0,13,0,9.8
1640,뉴욕칠리 핫도그카페베네,434,0,16,0,0,9,0,7
1641,더블초코 머핀카페베네,550,0,6,0,0,35,0,8
1642,블루베리 머핀카페베네,460,0,5,0,0,37,0,7
1643,진한초코쿠키카페베네,225,0,4,0,0,10,0,4
1644,촉촉크림치즈 쿠키카페베네,202,0,3,0,0,10,0,4
1645,팥빙수카페베네,1419,0,29,0,0,131,0,8.8
1646,베리딸기빙수카페베네,661,0,8,0,0,110,0,8.3
1647,초코악마빙수카페베네,700,0,9,0,0,67,0,13.7
1648,쿠키앤크림빙수카페베네,1249,0,17,0,0,40,0,29.8
1649,인절미 눈꽃빙수카페베네,818,0,25,0,0,71,0,7.1
1650,딸기 눈꽃빙수카페베네,829,0,13,0,0,119,0,15.5
1651,그린티 빙수카페베네,1148,0,24,0,0,137,0,16
1652,커피 빙수카페베네,938,0,17,0,0,86,0,14
1653,스윗 망고 빙수카페베네,570,0,6,0,0,117,0,3.3
1654,스윗 망고 눈꽃빙수카페베네,639,0,9,0,0,128,0,6
1655,라즈베리 요거트무스케이크카페베네,275,0,5,0,0,24,0,5
1656,옐로우파인 빙수카페베네,841,0,6,0,0,169,0,8
1657,옐로우파인눈꽃빙수카페베네,890,0,10,0,0,168,0,8
1658,핑크피치 빙수카페베네,730,0,6,0,0,145,0,9
1659,핑크피치 눈꽃빙수카페베네,652,0,7,0,0,126,0,6
1660,딸기(싱글)카페베네,126,0,0,0,0,24,0,1.5
1661,딸기(더블)카페베네,252,0,1,0,0,47,0,2.9
1662,딸기(스몰)카페베네,378,0,1,0,0,71,0,4.4
1663,딸기(라지)카페베네,630,0,2,0,0,118,0,7
1664,바닐라(싱글)카페베네,203,0,1,0,0,20,0,2.7
1665,바닐라(더블)카페베네,407,0,2,0,0,40,0,5
1666,바닐라(스몰)카페베네,610,0,3,0,0,59,0,8
1667,바닐라(라지)카페베네,1017,0,5,0,0,99,0,14
1668,리코타치즈(싱글)카페베네,214,0,3,0,0,18,0,3.6
1669,리코타치즈(더블)카페베네,428,0,5,0,0,36,0,7
1670,리코타치즈(스몰)카페베네,643,0,8,0,0,54,0,11
1671,리코타치즈(라지)카페베네,1071,0,14,0,0,90,0,18
1672,다크초콜릿(싱글)카페베네,187,0,3,0,0,20,0,4.1
1673,다크초콜릿(더블)카페베네,374,0,7,0,0,41,0,8
1674,다크초콜릿(스몰)카페베네,560,0,10,0,0,61,0,12
1675,다크초콜릿(라지)카페베네,934,0,17,0,0,101,0,20
1676,망고(싱글)카페베네,119,0,1,0,0,22,0,0
1677,망고(더블)카페베네,238,0,2,0,0,43,0,0
1678,망고(스몰)카페베네,356,0,3,0,0,65,0,0
1679,망고(라지)카페베네,594,0,5,0,0,108,0,0
1680,그린티(싱글)카페베네,171,0,3,0,0,19,0,6
1681,그린티(더블)카페베네,342,0,6,0,0,38,0,12
1682,그린티(스몰)카페베네,513,0,8,0,0,57,0,17
1683,그린티(라지)카페베네,855,0,14,0,0,96,0,29
1684,에스프레소(싱글)카페베네,140,0,3,0,0,19,0,2.7
1685,에스프레소(더블)카페베네,279,0,5,0,0,38,0,5
1686,에스프레소(스몰)카페베네,419,0,8,0,0,57,0,8
1687,에스프레소(라지)카페베네,698,0,13,0,0,96,0,14
1688,요거트(싱글)카페베네,140,0,2,0,0,21,0,1.9
1689,요거트(더블)카페베네,280,0,5,0,0,41,0,3.8
1690,요거트(스몰)카페베네,420,0,7,0,0,62,0,6
1691,요거트(라지)카페베네,700,0,12,0,0,104,0,10
1692,밤페스츄리와플(단품)카페베네,355,0,5,0,0,26,0,6.1
1693,밤페스츄리와플(플레이트)카페베네,479,0,6,0,0,37,0,11.1
1694,카페 아메리카노 tall(hot/iced)탐앤탐스,5,0,0,0,5,0,0,0
1695,카페 아메리카노 grande(hot)탐앤탐스,10,0,0,0,10,0,0,0
1696,카페 아메리카노 grande(iced)탐앤탐스,10,0,0,0,10,0,0,0
1697,카페 아메리카노 venti(hot/iced)탐앤탐스,15,0,0,0,15,0,0,0
1698,카페라떼 tall (hot)탐앤탐스,178.75,12.5,7.5,10,135,12.5,0,6.25
1699,카페라떼 tall (iced)탐앤탐스,111.25,7.5,4.5,6,85,7.5,0,3.75
1700,카페라떼 grande (hot)탐앤탐스,239.5,17,10.2,13.6,180,17,0,8.5
1701,카페라떼 grande (iced)탐앤탐스,172,12,7.2,9.6,130,12,0,6
1702,카페라떼 venti (hot)탐앤탐스,325.5,23,13.8,18.4,245,23,0,11.5
1703,카페라떼 venti (iced)탐앤탐스,204,14,8.4,11.2,155,14,0,7
1704,캬라멜 마끼아또 tall (hot)탐앤탐스,220.8,29.34,6.35,8.23,124.9,27.64,0,5.09
1705,캬라멜 마끼아또 tall (iced)탐앤탐스,200.6,28.86,5.21,6.68,112.7,26.48,0,4.13
1706,캬라멜 마끼아또 grande (hot)탐앤탐스,308.35,41.37,8.58,11.1,169,39.33,0,6.86
1707,캬라멜 마끼아또 grande (iced)탐앤탐스,274.65,39.89,6.84,8.75,146.8,37.17,0,5.39
1708,캬라멜 마끼아또 venti (hot)탐앤탐스,412.75,54.14,11.68,15.15,224.2,52.1,0,9.36
1709,캬라멜 마끼아또 venti (iced)탐앤탐스,331.64,49.16,7.84,10,167,46.44,0,6.14
1710,카푸치노 tall (hot)탐앤탐스,64,4,2.4,3.2,50,4,0,2
1711,카푸치노 tall (iced)탐앤탐스,91,6,3.6,4.8,70,6,0,3
1712,카푸치노 grande (hot)탐앤탐스,104.5,7,4.2,5.6,80,7,0,3.5
1713,카푸치노 grande (iced)탐앤탐스,151.75,10.5,6.3,8.4,115,10.5,0,5.25
1714,카푸치노 venti (hot)탐앤탐스,136.5,9,5.4,7.2,105,9,0,4.5
1715,카푸치노 venti (iced)탐앤탐스,183.75,12.5,7.5,10,140,12.5,0,6.25
1716,바닐라 라떼 tall (hot)탐앤탐스,229.05,27.04,7.1,9.3,125.4,27.04,0,5.75
1717,바닐라 라떼 tall (iced)탐앤탐스,161.55,22.04,4.1,5.3,75.4,22.04,0,3.25
1718,바닐라 라떼 grande (hot)탐앤탐스,314.95,38.81,9.6,12.55,165.6,38.81,0,7.75
1719,바닐라 라떼 grande (iced)탐앤탐스,247.45,33.81,6.6,8.55,115.6,33.8,0,5.25
1720,바닐라 라떼 venti (hot)탐앤탐스,426.1,52.08,13,17,225.8,52.08,0,10.5
1721,바닐라 라떼 venti (iced)탐앤탐스,304.6,43.08,7.6,9.8,135.5,43.08,0,6
1722,헤이즐넛 라떼 tall (hot)탐앤탐스,231.05,27.72,7.1,9.3,125.4,27.72,0,5.75
1723,헤이즐넛 라떼 tall (iced)탐앤탐스,1463.5,22.72,4.1,5.3,75.4,22.72,0,3.25
1724,헤이즐넛 라떼 grande (hot)탐앤탐스,317.95,39.83,9.6,12.55,165.6,39.83,0,7.75
1725,헤이즐넛 라떼 grande (iced)탐앤탐스,250.45,34.83,6.6,8.55,115.6,34.83,0,5.25
1726,헤이즐넛 라떼 venti (hot)탐앤탐스,430.1,53.44,13,17,225.8,53.44,0,10.5
1727,헤이즐넛 라떼 venti (iced)탐앤탐스,308.6,44.44,7.6,9.8,135.8,44.44,0,6
1728,카페모카 tall (hot)탐앤탐스,420.38,44.66,11.49,21.24,180.28,35.88,0,15.21
1729,카페모카 tall (iced)탐앤탐스,323.52,369.56,6.52,16.1,96.72,27.7,0,12.39
1730,카페모카 grande (hot)탐앤탐스,474.86,53.65,12.07,22.41,189.89,42.19,0,16.18
1731,카페모카 grande (iced)탐앤탐스,461.46,49.53,9.21,23.64,139.81,37.77,0,18.28
1732,카페모카 venti (hot)탐앤탐스,518.61,62.4,12.57,22.58,198.64,48.32,0,16.3
1733,카페모카 venti (iced)탐앤탐스,486.71,51.03,10.11,24.84,159.81,39.27,0,19.03
1734,시나몬 카페모카 tall (hot)탐앤탐스,370.38,39.16,9.24,18.97,170.28,34.51,0,13.63
1735,시나몬 카페모카 tall (iced)탐앤탐스,320.77,34.56,6.37,16.62,121.72,29.82,0,12.55
1736,시나몬 카페모카 grande (hot)탐앤탐스,459.86,51.2,11.12,22.06,211.64,45,0,15.73
1737,시나몬 카페모카 grande (iced)탐앤탐스,459.96,48.08,8.86,24.09,171.56,41.57,0,18.33
1738,시나몬 카페모카 venti (hot)탐앤탐스,579.11,66,14.72,26.56,282.14,58.29,0,18.48
1739,시나몬 카페모카 venti (iced)탐앤탐스,531.96,59.38,10.36,25.79,207.06,51.37,0,19.33
1740,그린민트 카페모카 tall (hot)탐앤탐스,379.49,110.5,9.09,19.77,197.03,24.51,0,13.38
1741,그린민트 카페모카 tall (iced)탐앤탐스,336.63,106.45,6.52,17.82,153.47,20.32,0,12.55
1742,그린민트 카페모카 grande (hot)탐앤탐스,494.43,198.1,11.09,23.37,251.09,31.17,0,15.48
1743,그린민트 카페모카 grande (iced)탐앤탐스,487.78,194.49,8.53,25,206.01,27.27,0,17.83
1744,그린민트 카페모카 venti (hot)탐앤탐스,632.39,287.9,14.51,27.98,329.29,40.19,0,17.98
1745,그린민트 카페모카 venti (iced)탐앤탐스,571.74,280.31,9.55,26.41,244.21,32.27,0,18.33
1746,핫 초콜릿 tall (hot)탐앤탐스,429.83,51.23,10.79,19.79,157.53,40.07,0,14.34
1747,핫 초콜릿 tall (iced)탐앤탐스,386.97,47.13,8.22,17.84,133.97,35.88,0,13.51
1748,핫 초콜릿 grande (hot)탐앤탐스,565.31,72.47,13.97,23.93,200.89,56,0,17.17
1749,핫 초콜릿 grande (iced)탐앤탐스,565.41,69.35,11.71,25.96,160.81,52.58,0,19.76
1750,핫 초콜릿 venti (hot)탐앤탐스,730.56,96.47,18.87,29.48,273.39,74.75,0,20.64
1751,핫 초콜릿 venti (iced)탐앤탐스,644.66,81.1,14.01,28.53,194.56,61.7,0,21.38
1752,시나몬 초콜릿 tall (hot)탐앤탐스,428.33,49.78,10.44,20.24,189.28,43.87,0,14.38
1753,시나몬 초콜릿 tall (iced)탐앤탐스,378.72,45.18,7.57,17.89,140.72,39.18,0,13.31
1754,시나몬 초콜릿 grande (hot)탐앤탐스,533.06,63.32,13.22,24.58,240.64,55.85,0,17.24
1755,시나몬 초콜릿 grande (iced)탐앤탐스,533.16,60.2,10.96,26.56,200.56,52.43,0,19.83
1756,시나몬 초콜릿 venti (hot)탐앤탐스,667.56,79.62,17.72,30.23,321.14,70.65,0,20.74
1757,시나몬 초콜릿 venti (iced)탐앤탐스,613.66,72.5,13.06,29.06,241.06,63.23,0,21.33
1758,그린민트 초콜릿 tall (hot)탐앤탐스,431.04,125.84,10.28,21.49,228.43,29.58,0,14.13
1759,그린민트 초콜릿 tall (iced)탐앤탐스,395.02,122.24,8.01,19.95,189.87,25.89,0,13.55
1760,그린민트 초콜릿 grande (hot)탐앤탐스,561.32,214.9,13.18,26.29,292.49,37.76,0,16.98
1761,그린민트 초콜릿 grande (iced)탐앤탐스,568.16,212.28,11.22,28.72,257.41,34.84,0,19.83
1762,그린민트 초콜릿 venti (hot)탐앤탐스,721.28,306.72,17.8,32.5,385.69,48.76,0,20.48
1763,그린민트 초콜릿 venti (iced)탐앤탐스,660.62,299.1,12.84,30.93,300.61,40.84,0,20.83
1764,그린라떼 tall (hot)탐앤탐스,296.3,38.65,9.2,11.83,147.5,14.5,0,7.25
1765,그린라떼 tall (iced)탐앤탐스,228.8,33.65,6.2,7.83,97.5,9.5,0,4.75
1766,그린라떼 grande (hot)탐앤탐스,397.27,52.81,12.1,15.52,193.5,19,0,9.5
1767,그린라떼 grande (iced)탐앤탐스,336.52,48.31,9.4,11.92,148.5,14.5,0,7.25
1768,그린라떼 venti (hot)탐앤탐스,538.74,69.97,16.8,21.61,269.5,26.5,0,13.25
1769,그린라떼 venti (iced)탐앤탐스,410.49,60.47,11.1,14.01,174.5,17,0,8.5
1770,밀크티 로열 tall (hot)탐앤탐스,340.89,52.99,5.49,12.11,118.34,7.5,0,8.7
1771,밀크티 로열 tall (iced)탐앤탐스,340.89,52.99,5.49,12.11,118.34,7.5,0,8.7
1772,밀크티 로열 grande (hot)탐앤탐스,418.21,63.76,7.17,15.22,151.22,10,0,10.85
1773,밀크티 로열 grande (iced)탐앤탐스,431.71,64.76,7.77,16.02,161.22,11,0,11.35
1774,밀크티 로열 venti (hot)탐앤탐스,498.53,74.53,8.85,18.33,184.1,12.5,0,13
1775,밀크티 로열 venti (iced)탐앤탐스,509.03,75.53,9.45,19.13,194.1,13.5,0,13.5
1776,군고구마 라떼 tall (hot)탐앤탐스,310.9,38.41,9.79,13.28,260.99,31.16,0,8.44
1777,군고구마 라떼 tall (iced)탐앤탐스,243.4,33.41,6.79,9.28,210.99,26.16,0,5.94
1778,블랙 티 얼 그레이 tall (hot)탐앤탐스,0,0,0,0,0,0,0,0
1779,블랙 티 얼 그레이 tall (iced)탐앤탐스,0,0,0,0,0,0,0,0
1780,블랙 티 얼 그레이 grande (hot)탐앤탐스,0,0,0,0,0,0,0,0
1781,블랙 티 얼 그레이 grande (iced)탐앤탐스,0,0,0,0,0,0,0,0
1782,블랙 티 잉글리쉬 블랙퍼스트 tall (hot)탐앤탐스,0.01,0,0,0,0,0,0,0
1783,블랙 티 잉글리쉬 블랙퍼스트 tall (iced)탐앤탐스,0.01,0,0,0,0,0,0,0
1784,블랙 티 잉글리쉬 블랙퍼스트 grande (hot)탐앤탐스,0.02,0,0,0,0,0,0,0
1785,블랙 티 잉글리쉬 블랙퍼스트 grande (iced)탐앤탐스,0.02,0,0,0,0,0,0,0
1786,허브 티 캐모마일 tall (hot)탐앤탐스,0.01,0,0,0,0.01,0,0,0
1787,허브 티 캐모마일 tall (iced)탐앤탐스,0.01,0,0,0,0.01,0,0,0
1788,허브 티 캐모마일 grande (hot)탐앤탐스,0.02,0,0,0,0.03,0,0,0
1789,허브 티 캐모마일 grande (iced)탐앤탐스,0.02,0,0,0,0.03,0,0,0
1790,허브 티 페퍼민트 tall (hot)탐앤탐스,0.01,0,0,0,0.02,0,0,0
1791,허브 티 페퍼민트 tall (iced)탐앤탐스,0.01,0,0,0,0.02,0,0,0
1792,허브 티 페퍼민트 grande (hot)탐앤탐스,0.02,0,0,0,0.04,0,0,0
1793,허브 티 페퍼민트 grande (iced)탐앤탐스,0.02,0,0,0,0.04,0,0,0
1794,허브 티 로즈마리 tall (hot)탐앤탐스,0,0,0,0,0,0,0,0
1795,허브 티 로즈마리 tall (iced)탐앤탐스,0,0,0,0,0,0,0,0
1796,허브 티 로즈마리 grande (hot)탐앤탐스,0,0,0,0,0,0,0,0
1797,허브 티 로즈마리 grande (iced)탐앤탐스,0,0,0,0,0,0,0,0
1798,허브 티 쟈스민 플라워 tall (hot)탐앤탐스,0.01,0,0,0,0.02,0,0,0
1799,허브 티 쟈스민 플라워 tall (iced)탐앤탐스,0.01,0,0,0,0.02,0,0,0
1800,허브 티 쟈스민 플라워 grande (hot)탐앤탐스,0.01,0,0,0,0.04,0,0,0
1801,허브 티 쟈스민 플라워 grande (iced)탐앤탐스,0.01,0,0,0,0.04,0,0,0
1802,허브 티 베이비 그린티 tall (hot)탐앤탐스,0.01,0,0,0,0.01,0,0,0
1803,허브 티 베이비 그린티 tall (iced)탐앤탐스,0.01,0,0,0,0.01,0,0,0
1804,허브 티 베이비 그린티 grande (hot)탐앤탐스,0.01,0,0,0,0.03,0,0,0
1805,허브 티 베이비 그린티 grande (iced)탐앤탐스,0.01,0,0,0,0.03,0,0,0
1806,허브 티 베이비 그린티 venti (hot)탐앤탐스,0,0,0,0,0,0,0,0
1807,허브 티 베이비 그린티 venti (iced)탐앤탐스,0,0,0,0,0,0,0,0
1808,유자차 tall탐앤탐스,225,58.5,0,0,45,49.5,0,0
1809,유자차 grande 탐앤탐스,300,78,0,0,60,66,0,0
1810,유자차 venti 탐앤탐스,375,97.5,0,0,75,82.5,0,0
1811,후레쉬 티 자몽 tall탐앤탐스,107.5,27,0.5,0,2.5,24,0,0
1812,후레쉬 티 자몽 grande 탐앤탐스,129,32.4,0.6,0,3,28.8,0,0
1813,후레쉬 티 자몽 venti 탐앤탐스,150.5,37.8,0.7,0,3.5,33.6,0,0
1814,후레쉬 티 레몬 tall (hot)탐앤탐스,105,26.5,0.5,0,2.5,24,0,0
1815,후레쉬 티 레몬 tall (iced)탐앤탐스,0,0,0,0,0,0,0,0
1816,후레쉬 티 레몬 grande (hot)탐앤탐스,126,31.8,0.6,0,0,28.8,0,0
1817,후레쉬 티 레몬 grande (iced)탐앤탐스,0,0,0,0,0,0,0,0
1818,아카시아 꿀차 tall탐앤탐스,289.86,51.31,3.63,7.08,6,21.81,0,1.5
1819,아카시아 꿀차 grande 탐앤탐스,367.22,67.12,4.65,8.17,8,26.81,0,2
1820,아카시아 꿀차 venti 탐앤탐스,449.58,82.93,5.67,9.26,10,31.81,0,2.5
1821,바닐라 탐앤치노 tall탐앤탐스,289.01,51.03,3.7,6.89,149.49,21.63,0,4.35
1822,바닐라 탐앤치노 grande 탐앤탐스,366.37,66.84,4.72,7.98,184.29,26.63,0,4.85
1823,바닐라 탐앤치노 venti 탐앤탐스,448.73,82.65,5.74,9.07,224.09,31.63,0,5.35
1824,에스프레소 탐앤치노 tall탐앤탐스,236.14,37.15,3.16,7.62,120.09,22.66,0,4.36
1825,에스프레소 탐앤치노 grande 탐앤탐스,295.94,48.52,4.01,8.85,148.68,30.55,0,4.87
1826,에스프레소 탐앤치노 venti 탐앤탐스,360.74,59.89,4.86,10.08,182.28,38.44,0,5.38
1827,모카 탐앤치노 tall탐앤탐스,303.19,53.87,4.54,7.54,111.99,31.79,0,4.58
1828,모카 탐앤치노 grande 탐앤탐스,387.44,70.66,5.96,8.84,140.14,42.36,0,5.19
1829,모카 탐앤치노 venti 탐앤탐스,476.69,87.45,7.38,10.13,173.29,52.92,0,5.8
1830,캬라멜 탐앤치노 tall탐앤탐스,324.54,56.91,3.94,8.27,221.49,33.58,0,4.83
1831,캬라멜 탐앤치노 grande 탐앤탐스,426.84,77.78,5.17,9.81,298.83,46.72,0,5.56
1832,캬라멜 탐앤치노 venti 탐앤탐스,512.74,93.32,6.38,11.34,380.58,55.07,0,6.29
1833,시나몬 모카 탐앤치노 tall탐앤탐스,261.69,46.54,3.45,6.2,86.94,39.16,0,4.35
1834,시나몬 모카 탐앤치노 grande 탐앤탐스,315.19,56.84,4.35,7.1,107.44,47.96,0,4.85
1835,시나몬 모카 탐앤치노 venti 탐앤탐스,373.69,67.14,5.25,8,132.94,56.76,0,5.35
1836,그린민트 모카 탐앤치노 tall탐앤탐스,333,205.32,4.03,8.9,165.49,25.63,0,4.35
1837,그린민트 모카 탐앤치노 grande 탐앤탐스,411.96,291.14,5.05,10.31,198.69,30.63,0,4.85
1838,그린민트 모카 탐앤치노 venti 탐앤탐스,495.92,376.96,6.07,11.72,236.89,35.63,0,5.35
1839,그린 티 탐앤치노 tall탐앤탐스,338,59.94,4.96,8.61,68.39,6.63,0,5.85
1840,그린 티 탐앤치노 grande 탐앤탐스,405.22,71.6,6.36,10.3,89.39,8.63,0,6.85
1841,그린 티 탐앤치노 venti 탐앤탐스,472.44,83.26,7.76,11.99,110.39,10.63,0,7.85
1842,시나몬 초콜릿 탐앤치노 tall탐앤탐스,339.89,58.66,5.55,8.67,120.94,50.02,0,5.86
1843,시나몬 초콜릿  탐앤치노 grande 탐앤탐스,406.89,69.96,7.05,10.37,151.44,59.82,0,6.86
1844,시나몬 초콜릿 탐앤치노 venti 탐앤탐스,473.89,81.26,8.55,12.07,181.94,69.62,0,7.86
1845,그린민트 초콜릿 탐앤치노 tall탐앤탐스,418.5,213.99,6.16,14.3,192.16,33.96,0,8.52
1846,그린민트 초콜릿 탐앤치노 grande 탐앤탐스,520.96,301.95,7.85,17.11,235.69,41.03,0,10.05
1847,그린민트 초콜릿 탐앤치노 venti 탐앤탐스,613.42,388.77,9.47,19.32,278.89,47.03,0,11.05
1848,자바 칩 탐앤치노 tall탐앤탐스,423.39,69.4,6.99,13.23,151.56,43.62,0,8.76
1849,자바 칩 탐앤치노 grande 탐앤탐스,531.14,88.32,9.08,15.93,190.04,56.25,0,10.4
1850,자바 칩 탐앤치노 venti 탐앤탐스,628.89,106.11,11.1,18.02,228.19,67.82,0,11.52
1851,월넛치노 tall탐앤탐스,621.7,98.33,11.35,21,108.68,76.33,0,3.67
1852,월넛치노 grande 탐앤탐스,714.57,113.13,13.36,23.87,135.17,88.33,0,4.67
1853,월넛치노 venti 탐앤탐스,807.44,127.93,15.37,26374,161.66,100.33,0,5.67
1854,플레인 요거트 스무디 tall탐앤탐스,297.3,54.58,7.87,5.36,110.89,34.7,0,3
1855,플레인 요거트 스무디 grande탐앤탐스,386.1,70.46,10.29,7.12,145.43,44.9,0,4
1856,플레인 요거트 스무디 venti탐앤탐스,461.4,85.34,12.11,8.08,169.97,54.1,0,4.5
1857,프리미엄 요거트 스무디 tall탐앤탐스,379,85,2.4,3.2,8,63,0,2
1858,프리미엄 요거트 스무디 grande탐앤탐스,450.75,101.7,2.7,3.6,9,75.3,0,2.25
1859,프리미엄 요거트 스무디 venti탐앤탐스,555,126.5,3,4,10,93.5,0,2.5
1860,프리미엄 스무디 블루베리 tall탐앤탐스,379,85,2.4,3.2,190,63,0,2
1861,프리미엄 스무디 블루베리 grande탐앤탐스,450.75,101.7,2.7,3.6,225,75.3,0,2.25
1862,프리미엄 스무디 블루베리 venti탐앤탐스,555,126.5,3,4,275,93.5,0,2.5
1863,프리미엄 스무디 유자 tall탐앤탐스,301.55,71.66,1.52,2.02,71.2,61.58,0,1.26
1864,프리미엄 스무디 유자 grande탐앤탐스,439.83,104.24,2.28,3.03,104.29,89.62,0,1.9
1865,프리미엄 스무디 유자 venti탐앤탐스,571.35,136.32,2.74,3.64,132.39,117.16,0,2.28
1866,과일 요거트 스무디 tall탐앤탐스,359,79,2.4,3.7,8,71,0,2
1867,과일 요거트 스무디 grande 탐앤탐스,426.75,94.5,2.7,4.2,9,84.9,0,2.25
1868,과일 요거트 스무디 venti 탐앤탐스,525,117.5,3,4.75,10,105.5,0,2.5
1869,과일 스무디 딸기 tall탐앤탐스,359,79,2.4,3.7,50,71,0,2
1870,과일 스무디 딸기 grande 탐앤탐스,426.75,94.5,2.7,4.2,57,84.9,0,2.25
1871,과일 스무디 딸기 venti 탐앤탐스,525,117.5,3,4.75,65,105.5,0,2.5
1872,과일 스무디 망고 tall탐앤탐스,354,77,2.4,3.7,50,69,0,2
1873,과일 스무디 망고 grande 탐앤탐스,420.75,92.1,2.7,4.2,57,82.5,0,2.25
1874,과일 스무디 망고 venti 탐앤탐스,517.5,114.5,3,4.75,65,102.5,0,2.5
1875,홍시 스무디 tall탐앤탐스,357.2,46.64,3.69,3.47,46.78,77.12,0,2.06
1876,후레쉬 에이드 자몽 tall탐앤탐스,149.65,37.5,0.35,0,0,35.4,0,0
1877,후레쉬 에이드 자몽 grande 탐앤탐스,204.75,51.3,0.45,0,0,48.6,0,0
1878,후레쉬 에이드 망고 venti 탐앤탐스,250.25,62.7,0.55,0,0,59.4,0,0
1879,후레쉬 쥬스 오렌지 tall탐앤탐스,105,26,0.5,0,2.5,23.5,0,0
1880,후레쉬 쥬스 오렌지 grande탐앤탐스,126,31.2,0.6,0,3,28.2,0,0
1881,후레쉬 쥬스 오렌지 venti탐앤탐스,147,36.4,0.7,0,3.5,32.9,0,0
1882,후레쉬 에이드 레몬  tall탐앤탐스,147.9,37.15,0.35,0,16.63,35.4,0,0
1883,후레쉬 에이드 레몬  grande탐앤탐스,202.5,50.85,0.45,0,23.85,48.6,0,0
1884,후레쉬 에이드 레몬  venti탐앤탐스,247.5,62.15,0.55,0,29.15,59.4,0,0
1885,후레쉬 쥬스 자몽 tall탐앤탐스,107.5,27,0.5,0,2.5,24,0,0
1886,후레쉬 쥬스 자몽 grande탐앤탐스,129,32.4,0.6,0,3,28.8,0,0
1887,후레쉬 쥬스 자몽 venti탐앤탐스,150.5,37.8,0.7,0,3.5,33.6,0,0
1888,후레쉬 주스 오렌지 tall탐앤탐스,105,26,0.5,0,2.5,23.5,0,0
1889,후레쉬 주스 오렌지 grande탐앤탐스,126,31.2,0.6,0,3,28.2,0,0
1890,블루레몬 에이드 grande탐앤탐스,292.6,73.15,0.62,0.15,31.08,71.47,0,0
1891,아이스 티 복숭아 tall탐앤탐스,179.34,44.1,0.42,0,14.7,41.79,0,0
1892,아이스 티 복숭아 grande탐앤탐스,256.2,63,0.6,0,21,59.7,0,0
1893,아이스 티 복숭아 venti탐앤탐스,315.98,77.7,0.74,0,25.9,73.63,0,0
