0,0.05452395,0.102116933,0.197058824,0.000322287,0.11983981,0.014759825,0.100410417,0.005668258
1,0.088055884,0.115492451,0.27,0.000978236,0.145576303,0.018515284,0.182891079,0.017899761
2,0.08256505,0.059418165,0.267647059,0.00119815,0.096392417,0.007423581,0.205842301,0.033711217
3,0.026126552,0.034339069,0.068,0.000324941,0.027195261,0.002751092,0.029731621,0.006921241
4,0.027202839,0.079995884,0.018235294,0.000197164,0.070461611,0.010131004,0.000113479,0.002386635
5,0.058693081,0.005401651,0.359411765,0.000625616,0.14996872,0,0.199761693,0.011336516
6,0.035529273,0.020834941,0.114705882,0.000545992,0.038356398,0.003930131,0.046658975,0.01402148
7,0.072146659,0.000514443,0.321176471,0.001167817,0.148619905,0,0.187723413,0.026551313
8,0.058440272,0.020063276,0.202352941,0.000955486,0.053147867,0.006899563,0.065108846,0.019689737
9,0.043840923,0.029837693,0.152941176,0.000614241,0.011824645,0.000349345,0.157991792,0.010739857
10,0.146237433,0.067392031,0.353529412,0.002714795,0.130658768,0.012139738,0.176488945,0.081145585
11,0.071083678,0.035239345,0.159411765,0.001338439,0.052015166,0.005938865,0.055340155,0.038782816
12,0.06406712,0.022635491,0.181,0.001158717,0.066790521,0.003650655,0.203544342,0.021181384
13,0.073033708,0.009002752,0.316470588,0.001114734,0.148716588,0,0.20105725,0.018198091
14,0.04822738,0.005916094,0.251176471,0.000614241,0.07836872,0.001048035,0.323255726,0.008353222
15,0.067667061,0.053399182,0.158588235,0.001124213,0.090068246,0.004655022,0.066461143,0.028072792
16,0.064691011,0.069192582,0.281176471,0.000583908,0.107614218,0.012401747,0.200083218,0.007159905
17,0.117850384,0.031072356,0.253294118,0.002429286,0.115674882,0.000235808,0.161708244,0.047673031
18,0.061391189,0.081539213,0.264117647,0.000458785,0.38362654,0.009432314,0.367058801,0.005966587
19,0.061988468,0.061475937,0.319411765,0.00044741,0.360384834,0.002445415,0.450579691,0.004176611
20,0.100975754,0.2273838,0.249411765,0.000674907,0.15501327,0.000262009,0.490202939,0.011634845
21,0.013157895,0.027008257,0.031764706,0.000106165,0.155647393,0.002532751,0,0.000894988
22,0.092389119,0.284769915,0.118,0.000429211,0.187695735,0.000139738,0.115767972,0.01026253
23,0.064170609,0.12302904,0.126058824,0.000661257,0.224454028,0.002663755,0.089383996,0.012649165
24,0.032672975,0.088998637,0.048823529,0.000208539,0.16230237,0.004541485,0.005163316,0.000596659
25,0.01759314,0.03446768,0.058823529,0.000106165,0.134625592,0.000349345,0.006260284,0.001789976
26,0.015375517,0.03781156,0.035882353,9.09987E-05,0.165067299,0.005152838,0,0.000894988
27,0.005617978,0.007202202,0.016470588,6.8249E-05,0.049007583,0.000611354,0,0.000596659
28,0.023211118,0.025979371,0.129411765,0.00011754,0.151295735,0.001135371,0.084504378,0.001789976
29,0.105558841,0.060189829,0.438823529,0.001353606,0.292721327,0.004978166,0.304238458,0.042661098
30,0.046126552,0.042955989,0.29,0.000204747,0.291424645,0.003406114,0.217994061,0.008054893
31,0.018184506,0.020063276,0.083529412,0.000151665,0.101139336,0.003056769,0.0363418,0.003878282
32,0.022324069,0.019806055,0.106470588,0.000200955,0.180939336,0,0.039888034,0.005966587
33,0.07987877,0.04439643,0.256,0.001251991,0.142563033,0,0.232632913,0.032756563
34,0.01463631,0.028294364,0.039411765,0.00011754,0.144422749,0.001135371,0,0.000894988
35,0.021327617,0.033438794,0.080588235,0.000159248,0.1912,0.00139738,0.080721729,0.002386635
36,0.022823773,0.034724902,0.07,0.000223705,0.194273934,0.002183406,0.021154464,0.003579952
37,0.036221171,0.049386527,0.144705882,0.000291954,0.202294787,0.003144105,0.099653888,0.003281623
38,0.013623596,0.000617332,0.077529412,0.000161902,0.062251185,6.9869E-05,0.028483347,0.003013126
39,0.024689533,0.029837693,0.115882353,0.000178206,0.193713744,0,0.055226675,0.002684964
40,0.026862803,0.014661625,0.144117647,0.00025783,0.145316588,0.001310044,0.142133036,0.003281623
41,0.037961266,0.067314865,0.064647059,0.000455373,0.078535545,0.001825328,0.0371267,0.006294749
42,0.051190124,0.049257916,0.127235294,0.000771593,0.066656872,0.000427948,0.072589034,0.013693317
43,0.068360438,0.23072768,0.04,0.000322287,0.3038891,0.005502183,0,0.003579952
44,0.058987286,0.067469198,0.121529412,0.00089065,0.06147109,0.000131004,0.085658086,0.015363962
45,0.078261384,0.142243486,0.202352941,0.000716615,0.198663507,0.017467249,0.113725342,0.008353222
46,0.08544796,0.212207732,0.201764706,0.000466368,0.263482464,0.045414847,0.09634407,0.005966587
47,0.038993199,0.03781156,0.171176471,0.000371578,0.106388626,0.00209607,0.071889244,0.011038186
48,0.069021289,0.149960131,0.268823529,0.00021233,0.119309005,0.000349345,0.489323473,0.004176611
49,0.077275281,0.040640996,0.288823529,0.001107151,0.114062559,0.000786026,0,0.011336516
50,0.013453578,0.03446768,0.036470588,5.30826E-05,0.048224645,0.009956332,0.038138558,0.000894988
51,0.008209639,0.028114309,0.009294118,2.31288E-05,0.070372512,0.002480349,0.002818073,0.000208831
52,0.002613838,0.006713481,0.006294118,1.25123E-05,0.032218009,0.000401747,0.000974032,0.000119332
53,0.00436576,0.005761761,0.006,6.93865E-05,0.014249289,0,0,0.000745823
54,0.010955056,0.008514031,0.008058824,0.000233184,0.026716588,0,0,0.002505967
